response	Responder	Responder	Responder	Responder	Responder	Responder	Nonresponder	Nonresponder	Nonresponder	Nonresponder	Nonresponder	Nonresponder
sample	F0098	F0130	F0177	H0086	H0148	H0479	F0066	F0155	F0056	F0100	H0054	H0063
EC__2__7__7__47	  12.00	  60.00	1176.33	 108.00	  91.00	   9.00	  74.00	  89.00	  46.00	   8.00	  93.00	 351.00
EC__2__7__7__49	1721.70	 153.66	 187.01	 527.55	  84.75	  13.58	 175.75	 156.09	 322.50	 649.33	  18.00	 290.01
EC__2__7__7__53	 8.00	83.90	 3.00	 2.00	 2.50	18.50	26.50	 3.00	 6.33	 2.00	14.00	 1.00
EC__2__7__7__56	 952.14	1210.57	 300.93	1040.83	 648.89	 228.39	 324.83	 107.00	 233.54	 221.00	  87.58	  90.50
EC__2__7__7__58	 2.14	 2.40	 4.43	 0.00	 0.89	 4.39	 0.00	 2.00	29.21	 1.00	 1.08	 1.00
EC__2__7__7__59	21.14	12.67	 8.43	55.00	 0.89	 6.89	 0.00	 3.00	42.54	 0.00	 3.08	 8.00
EC__2__7__7__6	12784.51	16818.37	14281.00	15651.45	11505.25	16169.31	14578.07	17070.11	14519.03	15761.85	 8606.82	11670.95
EC__2__7__7__60	5161.75	5338.45	5056.77	4729.87	4418.47	5510.04	5463.83	5373.96	4353.52	4390.25	3582.66	5117.00
EC__2__7__7__61	238.47	101.40	208.44	164.66	103.89	112.47	190.00	236.33	143.21	784.33	 47.08	 54.00
EC__2__7__7__62	2828.67	3433.74	4159.28	3981.78	2299.97	3890.50	3466.75	2221.89	3852.70	3966.16	 701.66	3031.09
EC__2__7__7__63	 540.30	1524.73	 634.68	1289.10	 760.44	 328.07	 426.91	 559.82	 269.66	 495.98	 193.00	 177.63
EC__2__7__7__65	 11.42	 59.00	146.29	296.00	 20.17	 21.17	  9.00	216.00	 91.13	 30.00	 28.24	  8.00
EC__2__7__7__66	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0
EC__2__7__7__68	 0.00	 0.00	 0.00	 0.00	 0.00	12.67	 0.00	 0.33	 0.00	 0.00	 0.00	 0.00
EC__2__7__7__7	32358.20	43072.28	39280.27	40201.67	30555.65	40693.93	36894.05	41749.48	38092.17	41122.10	26434.30	30832.11
EC__2__7__7__70	 67.14	197.34	  6.43	162.33	216.22	 19.39	 46.67	 76.67	 71.20	426.00	 12.41	 16.67
EC__2__7__7__71	 67.33	 57.67	486.01	 17.00	 22.00	  5.33	 37.00	134.33	  9.00	 67.33	 33.00	 19.34
EC__2__7__7__72	2937.43	3923.89	3723.01	3292.22	2738.94	4056.82	3518.83	3931.31	3530.92	3021.23	2626.00	2748.63
EC__2__7__7__73	 858.39	 209.00	 567.93	 272.00	 107.39	 877.39	 781.25	 530.75	 200.96	 480.50	 171.83	1459.00
EC__2__7__7__75	 1.14	 8.17	 6.43	 5.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
EC__2__7__7__76	1464.47	1416.73	1622.77	1189.66	1474.14	1719.47	1061.00	 529.58	2212.46	 483.33	1427.83	 709.50
EC__2__7__7__77	974.89	 96.90	135.43	286.00	 40.89	153.14	120.75	121.25	 59.79	 20.00	 45.33	 49.50
EC__2__7__7__8	3232.72	4413.57	4031.00	4112.77	3092.52	4125.69	3780.33	4675.96	3811.32	4211.65	2642.33	3102.80
EC__2__7__7__82	  21.25	  37.25	1182.00	 104.50	  82.00	   4.75	  79.25	  80.00	  42.00	   4.00	  92.00	 350.00
EC__2__7__7__83	 88	354	  1	 74	 96	107	332	 77	116	 56	  3	 83
EC__2__7__7__85	3897.21	3956.39	3772.57	3389.89	2797.05	4123.35	3581.08	4054.73	3535.78	3054.40	2629.00	2786.30
EC__2__7__7__87	3305.72	4414.07	4051.33	4121.77	3141.52	4122.19	3789.33	4617.96	3885.99	4281.65	2680.33	3123.80
EC__2__7__7__9	3249.66	2027.23	2285.59	1530.23	1537.58	1660.30	 905.58	1285.65	1363.03	 444.57	2244.66	 921.30
EC__2__7__8__12	1530.25	1952.25	1967.66	 850.50	 605.00	2158.75	1145.25	5462.00	3363.00	 256.00	3937.00	 357.00
EC__2__7__8__13	3244.72	4435.57	4126.50	4121.77	3115.02	4136.69	3891.83	4686.96	3889.32	4217.65	2643.33	3118.30
EC__2__7__8__14	 424.75	 534.00	 739.00	 110.00	1762.25	 393.00	 287.75	2399.00	 717.00	  30.00	3437.50	 129.00
EC__2__7__8__20	 368.61	1290.83	1933.16	 116.40	 276.69	1733.16	 603.33	4263.97	 772.17	 521.07	2957.75	 230.13
EC__2__7__8__24	 2	 5	 2	 2	 1	12	 0	 0	 5	 1	 1	 0
EC__2__7__8__26	2697.34	3245.41	2823.27	3495.12	2154.97	2833.17	3142.75	2123.56	2679.70	3817.83	 593.66	2630.09
EC__2__7__8__33	 375.11	1374.90	 566.66	1164.90	 774.19	 407.16	 396.50	1486.97	 481.99	 250.07	 153.58	 115.80
EC__2__7__8__36	27	38	 0	14	 5	 4	 0	39	12	 0	 0	10
EC__2__7__8__37	286.56	194.00	289.72	889.00	 39.56	415.56	 53.00	162.00	168.84	 18.00	174.32	 46.00
EC__2__7__8__41	 580.08	1920.33	1205.34	1159.16	1362.25	1234.33	 721.75	1357.83	1031.83	 656.83	2236.00	 517.00
EC__2__7__8__5	3177.97	4191.98	4264.33	3633.52	3007.19	4062.44	3649.91	4466.29	3557.83	3501.65	2706.50	2807.71
EC__2__7__8__6	 215.00	 468.67	 564.00	 119.00	  47.00	 341.00	 257.67	2177.00	  89.99	   0.00	1303.33	 101.67
EC__2__7__8__7	2299.10	1874.06	2552.00	1431.89	1526.94	1178.24	1736.83	1383.98	1595.24	 651.90	2334.33	2048.30
EC__2__7__8__8	2613.34	2574.58	2215.77	2876.87	2036.72	2987.34	3077.25	2953.64	3335.78	3664.08	2372.58	2296.17
EC__2__7__9__1	3242.95	4319.91	4383.34	4027.37	3091.83	4357.20	3771.33	5241.39	3614.66	4272.58	3424.92	3098.00
EC__2__7__9__2	 83.14	 63.84	216.43	 89.00	 40.89	 46.39	 19.67	333.00	156.86	 49.00	 69.75	 29.67
EC__2__7__9__3	1611.22	2912.40	1993.77	2364.66	1567.39	2713.64	1641.25	1216.41	2158.29	1530.83	 352.83	 789.00
EC__2__8__1__1	376.75	 29.17	111.30	 77.66	 29.42	323.34	 23.50	 29.99	135.88	 59.33	 71.74	 60.00
EC__2__8__1__10	1488.89	2159.14	1463.93	2051.16	1401.72	2560.09	2267.58	1660.97	2333.12	1868.25	 378.83	2102.50
EC__2__8__1__12	25.14	94.67	11.43	57.00	 3.39	18.89	27.50	 5.00	47.21	 2.00	 4.08	 9.00
EC__2__8__1__2	350.61	 23.50	 72.87	 65.66	 27.53	318.95	 19.50	 27.99	104.67	 59.33	 70.66	 60.00
EC__2__8__1__6	3839.34	5128.98	3820.77	5367.70	3072.80	6538.22	4452.00	4695.93	5025.20	5309.58	3307.41	3198.09
EC__2__8__1__7	 7258.61	10751.05	 9851.74	 9563.38	 7160.76	10591.86	 9721.32	 9421.50	 9435.19	 9919.28	 5654.00	 7085.06
EC__2__8__1__8	 275.76	 519.93	 210.43	 889.96	 337.47	  41.39	 260.83	 507.18	 355.29	1141.75	  18.08	 326.83
EC__2__8__2__22	125.00	 59.67	  2.00	338.67	  0.00	  1.00	150.50	 75.50	  6.00	604.50	  5.00	279.17
EC__2__8__3__1	 262.99	 844.39	 337.03	1050.98	 908.00	 207.74	 440.00	1573.99	 212.00	 515.99	 251.00	 150.00
EC__2__8__3__10	234.47	110.60	275.44	165.66	111.89	117.47	192.00	342.33	147.21	802.33	 69.08	 58.00
EC__2__8__3__12	 62.0	 58.0	 96.0	102.0	 24.0	 25.5	 36.0	 30.0	  6.0	178.0	 36.0	 24.0
EC__2__8__3__16	  5.14	 17.00	 69.43	 18.00	  7.64	  6.39	  2.00	106.00	 29.96	 33.00	 18.28	  6.00
EC__2__8__3__17	11	 0	30	 1	 1	12	 4	 2	 2	 7	 0	 0
EC__2__8__3__18	225.75	 47.00	 16.00	 44.00	 42.75	134.25	 20.42	 68.00	 45.24	158.00	 46.08	 49.17
EC__2__8__3__19	 19.14	328.00	207.43	147.00	431.64	146.89	122.00	253.00	153.96	 94.00	 67.28	 45.00
EC__2__8__3__21	  9.14	 35.00	 43.43	  3.00	 14.39	332.89	  1.50	 25.50	 66.71	 24.50	  9.78	  0.50
EC__2__8__3__5	 58.0	 79.8	 87.0	313.0	 66.5	  7.0	 14.5	154.0	  6.0	313.0	 34.0	 35.0
EC__2__8__3__6	0	0	0	0	0	0	0	0	0	0	0	0
EC__2__8__3__8	 563.64	1510.94	 222.43	1782.66	1424.05	 619.64	 533.50	 240.34	 377.21	 482.00	 262.78	 276.00
EC__2__8__3__9	 495.50	1508.54	 163.00	1781.66	1417.16	 610.25	 527.50	 219.34	 346.00	 482.00	 223.50	 272.00
EC__2__8__4__2	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
EC__2__8__4__3	3267.59	4345.41	3915.77	4171.37	3108.72	4052.92	3785.00	4582.06	3678.86	4212.58	2670.66	3101.67
EC__2__8__4__4	2983.34	3876.91	3365.77	4022.37	2480.97	3683.67	3511.75	3740.06	2961.20	4205.58	 694.16	3007.67
EC__2__8__4__5	3110.45	4320.74	3842.34	4055.04	3075.83	4024.03	3778.67	4551.06	3626.32	4202.58	2609.58	3087.67
EC__2__9__1__1	328.47	653.40	119.44	409.16	822.14	459.14	 96.50	 78.41	238.29	123.83	773.13	 64.50
EC__3__1__1__1	49.0	43.0	19.0	 2.0	34.0	29.5	 3.0	17.0	 6.0	 1.0	17.0	 4.0
EC__3__1__1__11	 926.47	 629.73	 583.10	2400.66	 263.89	  18.12	 992.00	1498.93	 882.21	3717.08	  46.88	1598.00
EC__3__1__1__15	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__1__1__17	 1.33	 5.33	16.01	 2.66	 1.00	 0.33	 0.00	 6.33	 4.00	37.33	17.80	 3.00
EC__3__1__1__22	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__1__1__24	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
EC__3__1__1__29	3281.72	4416.07	5034.00	4205.77	3165.52	4137.69	3849.33	4626.96	3895.32	4196.65	2708.33	3452.80
EC__3__1__1__3	166.33	 54.33	651.51	125.66	 37.50	360.58	154.50	700.33	 13.00	 47.33	826.00	 33.50
EC__3__1__1__31	1131.40	1595.82	1630.32	1531.34	1773.97	1931.04	1429.33	2169.76	2545.45	3268.90	2953.25	 623.00
EC__3__1__1__32	 3.26	42.71	67.43	20.13	 9.97	 6.64	 0.00	25.43	36.46	 0.00	 2.08	 8.42
EC__3__1__1__4	 3.26	42.71	67.43	20.13	 9.97	 6.64	 0.00	25.43	36.46	 0.00	 2.08	 8.42
EC__3__1__1__41	  61.16	  66.29	1303.50	 105.00	 106.00	  45.00	  75.33	 315.10	  40.83	 115.67	 132.00	 367.33
EC__3__1__1__45	 0.28	 0.00	 6.86	 0.00	 1.53	 8.78	 0.00	 0.00	58.17	 0.00	 1.36	 0.00
EC__3__1__1__5	 880.78	 373.00	 124.86	 121.00	  65.78	 243.28	 104.50	 113.50	 198.75	1085.50	  26.66	  60.00
EC__3__1__1__53	 985.37	1360.48	2165.83	2892.38	 906.08	 353.90	1178.08	1915.53	1161.58	3749.00	 797.00	1244.25
EC__3__1__1__57	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__1__1__61	 684.55	1710.23	 638.78	1595.32	 807.14	 440.80	 969.75	 434.66	 311.96	 870.66	 233.33	 217.50
EC__3__1__1__73	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__1__1__75	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__1__1__85	 262.01	 536.73	 337.43	 797.13	 486.97	  13.14	 249.25	 865.43	 341.46	1475.00	  15.08	 306.92
EC__3__1__11__1	21.14	 9.67	 8.43	50.00	 0.89	 4.39	 0.00	 3.00	42.21	 0.00	 3.08	 8.00
EC__3__1__11__2	3265.72	4350.57	4000.50	4024.27	3062.52	4148.19	3640.33	4598.96	3904.32	4112.65	2663.33	3086.80
EC__3__1__11__5	3533.33	4477.32	6154.87	4274.35	3861.05	4223.35	3847.00	6027.24	3873.74	4392.48	4787.49	3487.72
EC__3__1__11__6	6601.94	8819.14	7992.00	8205.54	6260.04	8348.63	7560.49	8990.42	7743.65	8398.80	5319.83	6205.93
EC__3__1__12__1	1799.58	2608.63	3310.84	2672.99	1778.00	3521.58	2526.08	2578.58	2458.08	2065.33	1861.75	2769.00
EC__3__1__13__1	25.14	13.17	 8.43	55.00	 0.89	 6.39	 0.00	 4.00	43.21	 0.00	10.08	 8.00
EC__3__1__13__3	4080.58	4402.40	4108.57	4057.77	3125.63	4119.30	3786.33	4695.96	3846.78	4209.65	2679.25	3101.80
EC__3__1__13__5	 11.64	 45.17	 17.43	 95.83	 10.89	284.89	 15.33	 10.50	207.04	 26.50	  2.58	 13.00
EC__3__1__2__1	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__1__2__12	 2.28	 1.50	 6.86	 0.00	 1.53	 8.78	 0.00	 2.00	58.17	 0.00	 1.36	 0.00
EC__3__1__2__20	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.33	0.00	0.00	0.00	0.00
EC__3__1__2__21	 73.13	 86.16	137.23	 20.40	 28.80	 88.10	 38.33	 18.57	212.46	  3.07	 18.67	 11.13
EC__3__1__2__23	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__1__2__26	 0	 2	16	 3	 0	26	 0	 0	 5	10	 8	 0
EC__3__1__2__28	  5.64	 12.00	 11.43	  1.00	  9.89	117.89	  0.50	  8.50	 41.71	  5.50	  1.58	  0.50
EC__3__1__2__4	0	0	0	0	0	0	0	0	0	0	0	1
EC__3__1__2__6	30.14	10.84	 6.43	61.00	24.89	 5.14	 0.00	 0.60	31.54	 0.00	 1.75	 1.00
EC__3__1__21__1	24.14	 4.00	 5.43	50.00	 0.89	 6.39	 0.00	 4.00	42.21	 0.00	10.08	 8.00
EC__3__1__21__2	3053.09	4209.41	3746.77	3885.37	2957.72	3887.14	3356.00	4367.59	3545.53	3652.58	2631.66	2962.34
EC__3__1__21__3	14037.24	11831.48	16213.30	10250.93	 9191.18	 9599.99	13580.16	20991.84	10181.58	11717.46	13898.45	17859.67
EC__3__1__21__4	 298.83	 280.63	  87.01	 608.91	 272.00	  48.08	 241.67	 509.08	 320.15	1085.08	  76.33	 298.92
EC__3__1__21__5	1057.87	 667.62	1826.00	 731.38	 450.25	 600.70	1433.25	 760.06	 255.58	1051.50	 278.50	2397.33
EC__3__1__21__7	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__3__1__22__4	1490.29	2358.08	2342.29	2285.71	1497.75	1118.12	1963.75	1251.73	 923.03	1685.25	 400.72	2621.67
EC__3__1__26__11	3788.42	3406.87	3722.51	3438.48	2088.52	4994.77	3467.08	3588.55	5174.42	4433.48	1917.00	2740.63
EC__3__1__26__12	 29.14	 24.67	 71.43	 57.00	  4.89	 22.89	  1.00	109.00	 48.54	 17.00	 23.08	 13.00
EC__3__1__26__3	3280.72	4409.77	3983.00	4114.77	3108.52	4132.69	3784.33	4491.96	3888.32	4181.65	2658.33	3105.80
EC__3__1__26__4	6826.94	9678.19	8525.00	8339.29	6845.79	8584.38	8051.16	9909.17	9204.14	8359.30	7294.16	6372.52
EC__3__1__26__5	3255.22	4393.57	3973.00	4063.77	3099.52	4038.19	3783.83	4480.46	3866.32	4176.15	2655.83	3097.80
EC__3__1__26__8	2382.13	2339.66	2892.23	1556.40	1849.05	1299.27	1997.00	2924.15	1250.53	 524.07	2394.75	2357.30
EC__3__1__27__1	1	0	3	0	0	0	0	0	1	0	0	0
EC__3__1__27__3	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__1__27__6	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__3__1__3__1	1153.76	 750.65	 764.76	1205.38	 629.97	 384.39	 282.33	1407.18	 378.29	1799.75	 827.08	 377.84
EC__3__1__3__10	 1.14	 0.00	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.33
EC__3__1__3__11	2514.56	3355.33	3169.38	3304.20	3163.86	3790.31	2958.67	2388.97	2989.32	4052.91	2052.16	2959.92
EC__3__1__3__12	 169.01	 278.92	  45.43	 554.38	 237.64	 118.64	 194.75	 199.01	 307.96	1113.25	  10.58	 290.33
EC__3__1__3__15	 5649.26	 6626.82	 6725.51	 5050.06	 7315.85	 5625.85	 5147.08	12629.62	 6649.34	 5133.81	12066.75	 3550.89
EC__3__1__3__16	 7155.27	 8853.61	 9189.76	 7236.69	 6046.08	10392.05	 8632.91	 8848.34	 8965.19	 7014.82	 7463.53	 7190.55
EC__3__1__3__18	 8791.04	 9548.61	11150.20	10136.73	 7174.18	11453.21	 9450.82	10461.26	 9752.31	11216.64	 5784.66	 7549.63
EC__3__1__3__2	161.28	 80.17	  9.86	392.00	 46.53	 11.78	152.50	111.50	327.17	615.50	 14.16	240.33
EC__3__1__3__23	 156.42	 500.00	 997.29	  84.00	  41.67	 666.17	 242.00	1484.00	 791.63	   0.00	2031.24	  88.00
EC__3__1__3__25	 876.55	1413.50	1045.68	1743.93	1119.77	2149.15	1084.66	1547.41	2284.75	2791.48	 316.55	 550.30
EC__3__1__3__26	24.14	 5.00	 3.43	55.00	 0.64	 6.39	 0.00	 4.00	41.96	 0.00	10.08	 0.00
EC__3__1__3__27	 88.04	229.41	214.29	277.38	219.42	 18.12	 50.00	384.06	130.88	429.25	 16.24	 38.83
EC__3__1__3__3	1477.21	2388.80	1472.17	2537.03	1185.60	1792.02	2471.91	1295.07	1283.91	3447.15	 250.55	2141.47
EC__3__1__3__37	0	0	0	0	0	0	0	0	0	0	0	1
EC__3__1__3__4	26.14	 5.67	 6.43	 0.00	 1.89	 4.39	 0.00	 1.00	30.21	 0.00	 1.08	 0.00
EC__3__1__3__41	 219.13	  82.50	 324.23	   7.40	  77.80	 124.18	  21.00	1383.90	 219.13	   2.40	  96.67	  20.80
EC__3__1__3__45	 398.34	 648.16	 364.44	1068.79	 565.97	 472.67	 280.42	 834.56	 402.45	1239.08	  39.41	 379.59
EC__3__1__3__48	 5960.27	 8010.23	10145.50	 8119.62	 7288.71	10629.26	 7950.74	11232.78	10274.66	 7943.63	 8061.78	 6170.60
EC__3__1__3__5	 854.76	1663.95	 742.35	1986.61	 920.38	 330.59	 830.75	2517.42	1085.41	2314.57	 153.49	 781.13
EC__3__1__3__6	1097.14	 396.14	 291.09	 792.58	 375.97	  78.34	 258.00	 576.47	 411.04	1230.75	  57.58	 350.58
EC__3__1__3__7	4297.34	4828.08	4282.00	4830.40	3434.60	4132.94	4017.83	5197.14	4183.74	5346.40	2693.33	3417.72
EC__3__1__3__70	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__3__1__3__71	 40.45	599.77	 66.01	383.21	182.25	 38.33	 87.00	 12.09	  5.25	 39.33	 25.00	 27.17
EC__3__1__3__73	3045.34	4086.54	5861.77	3813.79	2539.97	3727.34	4043.42	3262.89	2832.70	4205.83	1629.66	3803.59
EC__3__1__3__77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0
EC__3__1__3__78	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__1__3__8	0	0	0	0	0	0	1	0	0	0	0	0
EC__3__1__3__81	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
EC__3__1__3__82	107.47	105.34	316.44	142.66	 51.22	 20.92	 56.34	 52.80	124.19	 55.33	 41.74	 51.51
EC__3__1__3__83	107.47	105.34	316.44	142.66	 51.22	 20.92	 56.34	 52.80	124.19	 55.33	 41.74	 51.51
EC__3__1__3__87	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__1__3__89	 426.14	1002.00	1530.26	 999.00	 681.39	 679.39	 819.17	 520.00	 311.45	1032.00	 216.41	 785.17
EC__3__1__3__90	849.46	 71.49	147.24	  6.06	 12.80	 87.10	  0.33	 20.23	146.46	 48.40	 29.67	 11.13
EC__3__1__3__93	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__1__31__1	 220.75	  64.50	 510.00	  34.00	 599.25	 336.17	  13.25	 842.33	  41.00	   1.00	1963.50	  26.00
EC__3__1__4__14	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__3__1__4__16	1097.14	 396.14	 291.09	 792.58	 375.97	  78.34	 258.00	 576.47	 411.04	1230.75	  57.58	 350.58
EC__3__1__4__3	143.00	  6.25	 60.00	110.50	 14.50	163.50	 41.00	110.25	 11.25	 15.00	 33.25	 28.50
EC__3__1__4__37	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00
EC__3__1__4__46	3755.25	3553.54	3680.23	3798.73	3215.94	2793.55	3031.25	4602.66	3193.15	3484.82	3139.58	2478.50
EC__3__1__4__52	 0.28	 0.00	 6.86	 0.00	 1.78	 9.03	 0.00	 0.00	58.42	 0.00	 1.36	 0.00
EC__3__1__4__55	 229.09	 448.51	 339.44	 778.87	 321.47	  22.92	 235.83	 722.31	 340.96	1211.08	  55.08	 344.50
EC__3__1__5__1	3276.92	4518.24	4392.78	3893.53	3449.47	4352.75	3900.50	4150.64	4355.78	4238.41	4618.41	3141.17
EC__3__1__6__1	214.89	361.13	342.43	733.76	134.39	 23.89	204.58	508.75	346.71	765.50	  8.28	281.93
EC__3__1__6__12	2.25	1.75	0.00	7.08	0.00	0.00	1.58	2.25	2.50	3.00	0.00	0.25
EC__3__1__6__6	104.25	215.55	284.00	222.75	220.00	  8.00	 63.25	683.25	 44.50	446.25	  5.00	 15.25
EC__3__1__6__8	  3.00	 20.00	  0.00	 11.33	  2.00	  2.00	  0.33	318.00	 15.00	  3.00	  1.00	  8.00
EC__3__1__7__2	 1.14	 5.67	 6.43	 0.00	 0.89	 5.14	 0.00	 0.00	30.21	 0.00	 1.08	 1.00
EC__3__10__1__1	1.25	1.75	0.00	2.75	0.00	0.00	1.25	2.25	2.50	0.00	0.00	0.25
EC__3__11__1__1	 367.87	 167.34	 626.00	 393.05	 641.50	 345.00	 174.25	1227.51	 294.75	 664.75	1542.50	 299.67
EC__3__13__1__1	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__2__1__1	1561.53	1866.60	1254.09	1150.61	1963.74	2394.03	 691.16	1922.02	1446.96	1276.82	 764.33	 642.30
EC__3__2__1__10	2503.58	1763.49	3552.35	1473.65	1128.08	3766.33	1604.58	3592.00	3710.16	2740.33	3135.50	 724.33
EC__3__2__1__11	111.22	249.55	266.73	218.15	218.80	 44.10	 47.25	 66.05	146.80	430.65	  6.00	 11.05
EC__3__2__1__122	 512.39	 504.00	2265.43	 297.50	1113.39	1593.89	 170.75	4164.00	1117.96	  70.00	4343.38	  87.50
EC__3__2__1__123	0	0	0	0	0	0	0	0	0	0	0	0
EC__3__2__1__130	  0.00	 17.00	167.00	 36.00	  1.00	  0.00	 13.00	  0.00	  9.00	  3.25	  0.00	  1.00
EC__3__2__1__132	11	 0	29	 0	 1	 0	 4	 2	 2	 3	 0	 0
EC__3__2__1__135	14.16	10.16	21.50	 0.00	 0.00	36.00	 0.33	 7.77	 3.16	 1.67	 5.67	 5.33
EC__3__2__1__136	 43.25	  2.75	  0.00	  2.75	108.00	  1.00	464.25	  2.25	  2.50	  0.00	  0.00	 66.25
EC__3__2__1__139	208.50	133.80	124.33	490.50	103.00	  5.20	159.00	231.80	270.00	636.50	 17.00	296.50
EC__3__2__1__14	 290.00	 564.50	  64.00	 892.50	 659.50	  20.00	 258.00	 336.50	 295.25	1971.50	  15.00	 301.50
EC__3__2__1__141	0.0	1.0	0.0	0.0	1.0	6.5	0.0	0.0	0.0	0.0	1.0	0.0
EC__3__2__1__156	29.00	19.00	 1.33	68.00	24.00	 5.00	10.00	11.00	 4.33	 7.00	 0.00	 3.00
EC__3__2__1__165	 58.12	  6.87	  0.00	112.88	 48.25	  0.00	  0.00	  2.76	  1.25	  0.00	  0.00	  0.00
EC__3__2__1__17	 24.18	 18.17	 79.72	 66.38	  7.06	 20.81	  3.50	113.26	150.09	 15.00	 15.92	 12.82
EC__3__2__1__170	 603.64	 188.00	2106.43	  93.00	1251.64	1301.14	  32.50	2858.00	 741.71	   0.00	5047.28	  59.00
EC__3__2__1__172	 776.41	 530.01	 557.01	1857.57	 457.00	 156.66	 749.25	1045.91	 856.50	2159.66	  83.80	 882.75
EC__3__2__1__177	1679.30	1451.63	1696.61	2402.49	1251.89	1250.45	1432.50	2245.26	2318.54	4307.16	 223.08	1125.17
EC__3__2__1__18	 380.28	 410.02	 685.50	 927.96	 885.00	 361.83	 217.66	1455.61	 353.25	1187.75	1480.50	 313.75
EC__3__2__1__180	 445.24	 545.04	 644.36	 883.73	 574.00	 156.99	 408.75	 550.74	 330.50	2088.74	 110.80	 343.25
EC__3__2__1__183	  0	 15	165	  4	  1	  0	 13	  0	  1	  0	  0	  1
EC__3__2__1__184	  21.25	  37.25	1182.00	 104.50	  82.00	   4.75	  79.25	  80.00	  42.00	   4.00	  92.00	 350.00
EC__3__2__1__20	3650.25	4664.74	3677.22	5719.17	3634.86	3501.52	3120.66	3993.70	4025.58	9816.74	1718.16	1549.26
EC__3__2__1__21	 9002.45	 7896.17	15391.95	 8712.33	 8287.22	 7332.01	 8370.58	12008.71	 8811.70	13747.32	 8849.68	 7332.09
EC__3__2__1__22	6000.99	4476.73	6362.32	5156.85	3301.39	6223.24	4941.24	5044.71	6432.12	8787.65	2934.08	3418.51
EC__3__2__1__23	 8272.68	 8463.06	 7737.10	11043.27	 6188.32	 9529.34	 8007.72	12721.66	11941.52	19503.90	 7631.45	 5737.73
EC__3__2__1__24	 289.99	 657.96	1169.51	 759.08	 535.50	  75.08	 302.33	1288.35	  65.65	1546.50	 173.67	  80.25
EC__3__2__1__25	1139.00	 751.62	1037.00	1188.08	 367.83	1099.00	 639.50	1325.92	1443.50	1549.75	 147.80	 392.00
EC__3__2__1__26	5625.18	3038.70	4005.51	2786.97	3756.44	4198.99	2883.91	4047.48	5500.58	3842.65	5856.95	1094.71
EC__3__2__1__28	  7.28	 45.50	  6.86	100.50	 17.28	  8.78	 12.50	  2.00	 60.42	 65.00	  3.16	 11.50
EC__3__2__1__31	111.89	366.30	 51.76	341.50	413.64	 16.39	 74.75	155.75	 67.79	870.00	  7.28	 14.75
EC__3__2__1__35	 554.87	 359.79	 735.00	 562.88	1419.75	 881.25	 231.58	1154.26	 977.25	1367.75	2675.00	 327.00
EC__3__2__1__37	 808.33	 152.33	 834.67	  39.66	  38.00	 347.33	  65.00	1129.33	  31.33	 124.33	 845.00	  30.00
EC__3__2__1__4	3506.22	3577.98	3269.27	3587.40	3122.89	1914.42	6740.24	2279.38	 929.21	4333.33	 732.88	5632.75
EC__3__2__1__40	1417.36	 959.18	1617.00	1529.91	1268.50	 394.50	 328.00	1676.03	 405.25	1930.75	1565.50	 382.43
EC__3__2__1__41	2962.38	 877.41	1198.06	 870.07	 943.55	 495.22	 653.91	2699.79	1218.95	1114.24	2028.84	 431.21
EC__3__2__1__45	190.50	299.27	283.33	498.42	330.50	 16.25	 52.50	128.50	 50.00	445.25	  6.00	 20.92
